ts_local,seq,symbol,event_type,source,side,quote_slot,price_tick,qty_lots,order_id,fill_source,details
1772633474.22,13,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71598.60"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.222,14,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71598.40"", ""qty"": ""0.006"", ""record_type"": ""aggTrade""}"
1772633474.222,15,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71598.20"", ""qty"": ""0.007"", ""record_type"": ""aggTrade""}"
1772633474.222,16,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71598.10"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.223,17,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71598.00"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.223,18,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71597.90"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.223,19,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71597.70"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.223,20,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71597.60"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.223,21,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71597.30"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.223,22,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71596.80"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.223,23,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71596.20"", ""qty"": ""0.054"", ""record_type"": ""aggTrade""}"
1772633474.225,24,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71596.10"", ""qty"": ""0.044"", ""record_type"": ""aggTrade""}"
1772633474.225,25,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71596.00"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.225,26,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71595.90"", ""qty"": ""0.005"", ""record_type"": ""aggTrade""}"
1772633474.225,27,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71595.80"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.2278602,28,BTCUSDT,market_record,snapshot,,,,,,,"{""ask_levels"": 1000, ""bid_levels"": 1000, ""last_update_id"": 10038350842115, ""record_type"": ""snapshot""}"
1772633474.2278602,29,BTCUSDT,decision,strategy,,,,,,,"{""inventory_qty"": ""0.000"", ""quote_count"": 2, ""quotes"": [{""price_tick"": 715994, ""qty_lots"": 1, ""quote_slot"": ""base"", ""refresh_key"": ""baseline:715997:715998:bid"", ""side"": ""bid""}, {""price_tick"": 716001, ""qty_lots"": 1, ""quote_slot"": ""base"", ""refresh_key"": ""baseline:715997:715998:ask"", ""side"": ""ask""}], ""strategy_profile"": ""baseline""}"
1772633474.2278602,30,BTCUSDT,order_arrival_scheduled,engine,bid,base,715994,1,,,"{""arrival_ts"": 1772633474.2278602, ""cancel_ack_ts"": null, ""order_latency_ms"": 0.0}"
1772633474.2278602,31,BTCUSDT,order_arrival_scheduled,engine,ask,base,716001,1,,,"{""arrival_ts"": 1772633474.2278602, ""cancel_ack_ts"": null, ""order_latency_ms"": 0.0}"
1772633474.2278602,32,BTCUSDT,order_arrival,engine,bid,base,715994,1,BTCUSDT-bid-1772633474227860-3,,"{""immediate_fills"": 0, ""refresh_key"": ""baseline:715997:715998:bid"", ""remaining_lots_after_arrival"": 1}"
1772633474.2278602,33,BTCUSDT,order_arrival,engine,ask,base,716001,1,BTCUSDT-ask-1772633474227860-4,,"{""immediate_fills"": 0, ""refresh_key"": ""baseline:715997:715998:ask"", ""remaining_lots_after_arrival"": 1}"
1772633474.239,34,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 367, ""bid_updates"": 455, ""final_update_id"": 10038350878600, ""first_update_id"": 10038350844843, ""prev_update_id"": 10038350844766, ""record_type"": ""depthUpdate""}"
1772633474.246,35,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71595.70"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.246,36,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71595.20"", ""qty"": ""0.007"", ""record_type"": ""aggTrade""}"
1772633474.246,37,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71594.60"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.246,38,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71594.50"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.246,39,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71594.00"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.246,40,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71593.90"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.246,41,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71593.50"", ""qty"": ""0.001"", ""record_type"": ""aggTrade""}"
1772633474.246,42,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71593.30"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.246,43,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71593.20"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.246,44,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71593.10"", ""qty"": ""0.005"", ""record_type"": ""aggTrade""}"
1772633474.246,45,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.90"", ""qty"": ""0.001"", ""record_type"": ""aggTrade""}"
1772633474.246,46,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.80"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.255,47,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.50"", ""qty"": ""0.040"", ""record_type"": ""aggTrade""}"
1772633474.255,48,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.40"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.255,49,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.20"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.255,50,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71592.00"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.255,51,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71591.80"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.255,52,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71591.70"", ""qty"": ""0.005"", ""record_type"": ""aggTrade""}"
1772633474.257,53,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71591.10"", ""qty"": ""0.001"", ""record_type"": ""aggTrade""}"
1772633474.258,54,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71590.90"", ""qty"": ""0.006"", ""record_type"": ""aggTrade""}"
1772633474.258,55,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71590.70"", ""qty"": ""0.004"", ""record_type"": ""aggTrade""}"
1772633474.258,56,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71590.50"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.263,57,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71590.20"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.263,58,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71590.00"", ""qty"": ""0.004"", ""record_type"": ""aggTrade""}"
1772633474.265,59,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71589.90"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.265,60,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71589.60"", ""qty"": ""0.005"", ""record_type"": ""aggTrade""}"
1772633474.265,61,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71589.40"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.281,62,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71589.30"", ""qty"": ""0.003"", ""record_type"": ""aggTrade""}"
1772633474.285,63,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71589.00"", ""qty"": ""0.006"", ""record_type"": ""aggTrade""}"
1772633474.285,64,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71588.90"", ""qty"": ""0.007"", ""record_type"": ""aggTrade""}"
1772633474.285,65,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71588.10"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.285,66,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71588.00"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.285,67,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.80"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.285,68,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.60"", ""qty"": ""0.004"", ""record_type"": ""aggTrade""}"
1772633474.289,69,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.50"", ""qty"": ""0.004"", ""record_type"": ""aggTrade""}"
1772633474.29,70,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.40"", ""qty"": ""0.031"", ""record_type"": ""aggTrade""}"
1772633474.311,71,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.10"", ""qty"": ""0.002"", ""record_type"": ""aggTrade""}"
1772633474.317,72,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71587.00"", ""qty"": ""0.028"", ""record_type"": ""aggTrade""}"
1772633474.341,73,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 450, ""bid_updates"": 500, ""final_update_id"": 10038350910848, ""first_update_id"": 10038350878664, ""prev_update_id"": 10038350878600, ""record_type"": ""depthUpdate""}"
1772633474.341,74,BTCUSDT,fill,fill_model,ask,,716001,1,BTCUSDT-ask-1772633474227860-4,depth_update,"{""created_ts"": 1772633474.2278602, ""maker"": true, ""queue_ahead_lots"": 0}"
1772633474.365,75,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71586.60"", ""qty"": ""0.073"", ""record_type"": ""aggTrade""}"
1772633474.443,76,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 157, ""bid_updates"": 164, ""final_update_id"": 10038350920857, ""first_update_id"": 10038350910862, ""prev_update_id"": 10038350910848, ""record_type"": ""depthUpdate""}"
1772633474.516,77,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": false, ""price"": ""71586.60"", ""qty"": ""0.020"", ""record_type"": ""aggTrade""}"
1772633474.538,78,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71586.50"", ""qty"": ""0.139"", ""record_type"": ""aggTrade""}"
1772633474.545,79,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 107, ""bid_updates"": 110, ""final_update_id"": 10038350926821, ""first_update_id"": 10038350920880, ""prev_update_id"": 10038350920857, ""record_type"": ""depthUpdate""}"
1772633474.623,80,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": false, ""price"": ""71586.60"", ""qty"": ""0.182"", ""record_type"": ""aggTrade""}"
1772633474.647,81,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 51, ""bid_updates"": 82, ""final_update_id"": 10038350931108, ""first_update_id"": 10038350926824, ""prev_update_id"": 10038350926821, ""record_type"": ""depthUpdate""}"
1772633474.726,82,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71586.50"", ""qty"": ""0.006"", ""record_type"": ""aggTrade""}"
1772633474.749,83,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 56, ""bid_updates"": 79, ""final_update_id"": 10038350935306, ""first_update_id"": 10038350931194, ""prev_update_id"": 10038350931108, ""record_type"": ""depthUpdate""}"
1772633474.789,84,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": true, ""price"": ""71586.50"", ""qty"": ""0.014"", ""record_type"": ""aggTrade""}"
1772633474.824,85,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": false, ""price"": ""71586.60"", ""qty"": ""0.060"", ""record_type"": ""aggTrade""}"
