ts_local,seq,symbol,event_type,source,side,quote_slot,price_tick,qty_lots,order_id,fill_source,details
4.0,37,BTCUSDT,order_arrival_scheduled,engine,bid,cross_own,1005,1,,,"{""arrival_ts"": 4.0, ""cancel_ack_ts"": null, ""order_latency_ms"": 0.0}"
4.0,38,BTCUSDT,order_arrival,engine,bid,cross_own,1005,1,BTCUSDT-bid-4000000-14,,"{""immediate_fills"": 0, ""queue_ahead_lots_after_arrival"": 0, ""refresh_key"": ""stress:cross_own:v1"", ""remaining_lots_after_arrival"": 1, ""resting_after_arrival"": false, ""self_trade_prevented"": true}"
4.0,39,BTCUSDT,markout,metrics,bid,,1002,1,BTCUSDT-bid-3000000-9,taker_order,"{""adverse"": false, ""contract_multiplier"": ""1"", ""deadline_ts"": 4.0, ""fill_mid"": ""100.05"", ""fill_price"": ""100.2"", ""fill_ts_local"": 3.0, ""horizon"": 1.0, ""markout"": ""0.0"", ""mid_after"": ""100.2"", ""qty"": ""0.001"", ""regime"": ""normal_buy""}"
4.0,40,BTCUSDT,markout,metrics,bid,,1003,1,BTCUSDT-bid-3000000-9,taker_order,"{""adverse"": true, ""contract_multiplier"": ""1"", ""deadline_ts"": 4.0, ""fill_mid"": ""100.05"", ""fill_price"": ""100.3"", ""fill_ts_local"": 3.0, ""horizon"": 1.0, ""markout"": ""-0.1"", ""mid_after"": ""100.2"", ""qty"": ""0.001"", ""regime"": ""normal_buy""}"
4.05,41,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 1, ""bid_updates"": 0, ""final_update_id"": 106, ""first_update_id"": 106, ""prev_update_id"": 105, ""record_type"": ""depthUpdate""}"
4.05,42,BTCUSDT,queue_consumption,depth_update,ask,,1004,1,,,"{""modeled_lots"": 1, ""observed_lots"": 1, ""overlap_netted_lots"": 0, ""overlap_window_seconds"": 0.125, ""queue_consumed_lots"": 1, ""unmatched_lots"": 0}"
4.05,43,BTCUSDT,fill,fill_model,ask,,1004,1,BTCUSDT-ask-2000000-4,depth_update,"{""book_ask_tick"": 1004, ""book_bid_tick"": 1000, ""contract_multiplier"": ""1"", ""created_ts"": 2.0, ""fee"": ""0.0000"", ""fee_bps"": ""0"", ""fee_currency"": ""USDT"", ""maker"": true, ""markout_horizon"": 1.0, ""mid_at_fill"": ""100.2"", ""notional"": ""0.1004"", ""price"": ""100.4"", ""qty"": ""0.001"", ""queue_ahead_lots"": 0, ""regime"": ""wide_mild_buy"", ""spread_capture"": ""0.2"", ""spread_capture_value"": ""0.0002"", ""time_in_book_ms"": 2050.0}"
4.05,44,BTCUSDT,markout,metrics,bid,,1000,2,BTCUSDT-bid-2000000-3,agg_trade,"{""adverse"": false, ""contract_multiplier"": ""1"", ""deadline_ts"": 4.05, ""fill_mid"": ""100.05"", ""fill_price"": ""100.0"", ""fill_ts_local"": 3.05, ""horizon"": 1.0, ""markout"": ""0.2"", ""mid_after"": ""100.2"", ""qty"": ""0.002"", ""regime"": ""normal_buy""}"
5.0,45,BTCUSDT,market_record,depthUpdate,,,,,,,"{""ask_updates"": 0, ""bid_updates"": 0, ""final_update_id"": 107, ""first_update_id"": 107, ""prev_update_id"": 106, ""record_type"": ""depthUpdate""}"
5.0,46,BTCUSDT,decision,strategy,,,,,,,"{""diagnostics"": {""best_ask_tick"": 1004, ""best_bid_tick"": 1000, ""book_imbalance"": ""0.2"", ""half_spread_bps"": ""0.05"", ""half_spread_ticks"": ""1"", ""inventory_qty"": ""0.005"", ""mid_price"": ""100.2"", ""mid_ticks"": ""1002"", ""profile"": ""baseline"", ""recent_trade_imbalance"": ""-0.5"", ""script_decision_count"": 4, ""size_lots"": 1, ""skew_ticks"": ""0.000"", ""spread_scale"": ""1"", ""top_of_book_imbalance"": ""0.2"", ""trade_imbalance"": ""-0.5"", ""volatility"": ""0.000666250291437697734549308762""}, ""inventory_qty"": ""0.005"", ""quote_count"": 0, ""quotes"": [], ""reason"": ""scripted_cancel_all"", ""strategy_profile"": ""baseline""}"
5.0,47,BTCUSDT,cancel_requested,engine,ask,own_ask,1004,1,BTCUSDT-ask-2000000-4,,"{""ack_ts"": 5.1, ""cancel_latency_ms"": 100.0, ""reason"": ""stale_slot""}"
5.1,48,BTCUSDT,cancel_ack,engine,,,,,BTCUSDT-ask-2000000-4,,{}
5.1,49,BTCUSDT,market_record,aggTrade,,,,,,,"{""buyer_is_maker"": false, ""price"": ""100.4"", ""qty"": ""0.001"", ""record_type"": ""aggTrade""}"
5.1,50,BTCUSDT,queue_consumption,agg_trade,ask,,1004,1,,,"{""modeled_lots"": 1, ""observed_lots"": 1, ""overlap_netted_lots"": 0, ""overlap_window_seconds"": 0.125, ""queue_consumed_lots"": 1, ""unmatched_lots"": 0}"
5.1,51,BTCUSDT,markout,metrics,ask,,1004,1,BTCUSDT-ask-2000000-4,depth_update,"{""adverse"": false, ""contract_multiplier"": ""1"", ""deadline_ts"": 5.05, ""fill_mid"": ""100.2"", ""fill_price"": ""100.4"", ""fill_ts_local"": 4.05, ""horizon"": 1.0, ""markout"": ""0.2"", ""mid_after"": ""100.2"", ""qty"": ""0.001"", ""regime"": ""wide_mild_buy""}"
